Tree_GlobalID,INSPID,INSP_GlobalID,AddressedFailure,INSP_InspectionDate,INSP_RiskRating,INSP_Type,IsReinspection,INSP_ReinspectionDate,INSP_ParentInspectionGlobalID,INSP_TreeCondition,INSP_TreeStructure,INSP_TreeDBH,INSP_Comments,WO_CreatedDate,WO_ActualFinishDate,WO_Type,WO_Status,SR_GlobalID,SR_Type,SR_Source,SR_Status,SR_ResolutionAction,SR_CreatedDate,SR_ClosedDate
5DF2815D-0629-4D7C-A729-006B3E805D2A,3823978,FD453C6B-513D-47A9-A239-A1451647E627,No,7/6/2016 7:15 AM,NULL,Level 1,No,NULL,NULL,Dead,Full,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01459C5A-82E9-4F1A-90C9-00745DAD24FF,6395322,3E980EEA-7B81-4357-85C7-04DC72B6B7C0,No,8/17/2017 8:07 AM,NULL,Level 1,No,NULL,NULL,Good,Full,8,BP-FY18,8/17/2017 8:07 AM,10/7/2017 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
A542C290-F516-455E-9AFF-0092A225954C,5901958,E442CBAE-8156-4969-AA9B-CAC6CC596E9E,No,4/11/2017 10:11 AM,NULL,Level 1,No,NULL,NULL,Good,Full,18,NULL,4/11/2017 10:11 AM,3/8/2018 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
847F47A5-F2EC-4A3E-A361-0095523C3344,5845080,ECB38622-5E8F-46A6-8A02-1028FD8E262A,No,3/28/2017 2:55 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,7,BP-S17,3/28/2017 2:55 PM,6/4/2017 3:18 PM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9EFE8875-E03B-48AE-A482-00BB46FFAC10,4239792,B2F8300F-B341-4B90-82BA-51A01EAB152F,No,8/11/2016 12:31 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,19,NULL,8/11/2016 12:31 PM,12/5/2017 10:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9DC461A9-4A3C-4EF4-880E-00EA8A590F17,4129072,1756E333-99E9-4ED3-91D5-54F361F6B6A1,No,7/28/2016 4:00 AM,NULL,Level 2,No,NULL,NULL,Good,Full,24,"L/D 1F 24"" ASH ",8/1/2016 3:32 PM,8/23/2016 4:00 AM,Limb Down,Closed,A54FE212-262D-4CDE-B61A-A1E85A7D62A8,Limb Down - Other,3-1-1 Call Center,Closed,Work Completed,7/18/2016 9:19 PM,1/13/2017 1:27 PM
9DC461A9-4A3C-4EF4-880E-00EA8A590F17,8021206,65E69C79-837D-49D9-A729-94B0333EF720,No,12/7/2018 11:11 AM,Low (7),Level 2,No,NULL,NULL,Poor,Full,24,[EAB +]. 1F. ASH. WORK ORDER CREATED FOR REMOVAL. NO B/TAG DUE TO DDC PROJECT BLOCKING ACCESS TO TREE.,12/7/2018 11:12 AM,NULL,Tree Removal,Cancel,74196C67-21F5-4AB8-8062-E35A9FDFBA2C,Dead Tree Older Than 2 Years,3-1-1 Call Center,Closed,Inspected - No Work Order,11/19/2018 6:19 PM,11/21/2020 11:11 AM
E8781BB4-E9B2-446F-9634-00F251ABFB4C,3917342,6306B520-B462-4FA7-B529-76E3DEA678AD,No,7/14/2016 8:28 AM,Low (6),Level 2,No,NULL,NULL,Fair,Full,19,L/D CHIPPER NEEDED,7/14/2016 8:30 AM,7/20/2016 4:00 AM,Limb Down,Closed,6F039195-441F-4393-A7A4-F727447BD2BF,Hanging Limb from other Branches,3-1-1 Call Center,Closed,Work Completed,7/2/2016 1:50 PM,7/21/2016 12:31 PM
E8781BB4-E9B2-446F-9634-00F251ABFB4C,3824149,9D5CC44C-5919-4ACE-BACD-666B89B58D89,No,7/6/2016 11:06 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,19,Block pruning,7/6/2016 11:06 AM,10/3/2016 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C7CAC2B8-1360-46B4-A4ED-00FB17EA1DAC,5653521,5FEFDCAE-EF4D-4BF4-8B8E-35474C9A35B7,No,2/17/2017 6:24 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,4,1F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F66BCF71-FD05-4A87-ADC5-011796FB6122,5827683,047E6A80-9291-4CC4-ACDB-75387713F446,No,3/27/2017 10:13 AM,Moderate (9),Level 2,No,NULL,NULL,Good,Full,5,tree down side walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B8B475E0-D248-49AC-9B84-0125B4DF9C5F,6017159,36E32C82-7C9F-4D37-9B0B-BA3BD8991339,No,5/10/2017 2:57 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B8B475E0-D248-49AC-9B84-0125B4DF9C5F,6169012,C12DA2C4-BBE3-405E-895E-9A5EDC85883E,No,6/16/2017 11:08 AM,Moderate (9),Level 2,No,NULL,NULL,Dead,Full,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F3A6F513-1825-4953-AF39-0132A43DB6E6,7047650,FF034E45-28BE-4E72-9E07-1AD0C8FF11A7,No,2/12/2018 12:44 PM,NULL,Level 1,No,NULL,NULL,Good,Full,12,"BP-Q18, 2F",2/12/2018 12:45 PM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DEE88E4D-B258-4A34-8CB1-0132D6F330D0,7963411,35AB6541-5889-4696-B631-4A3511B4D11B,No,11/18/2018 11:43 AM,Low (3),Level 2,No,NULL,NULL,Good,Full,4,NULL,11/18/2018 11:44 AM,11/18/2018 5:00 AM,Limb Down,Closed,A4F38856-DD7B-4B17-A06E-70E609BEDA95,Limb Down - Sidewalk,Department of Parks and Recreation - Public Web Site,Closed,Work Completed,11/16/2018 12:17 AM,11/19/2018 2:16 PM
DEE88E4D-B258-4A34-8CB1-0132D6F330D0,5639580,19EC76BC-5DBE-4A72-8E78-B5443EA1FC82,No,2/14/2017 7:05 AM,NULL,Level 1,No,NULL,NULL,Good,Full,3,1F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DEE88E4D-B258-4A34-8CB1-0132D6F330D0,7383576,FBD5A3BE-57C8-4FC3-A50B-9D02DA217BD7,No,5/30/2018 4:00 AM,Low (6),Level 2,No,NULL,NULL,Good,Full,4,CBFB and CBF fire escape.,5/31/2018 7:48 AM,2/10/2020 5:00 AM,Pruning,Closed,514C58B9-22C9-44FC-9F69-754D0EAB357C,Clear Building,Department of Parks and Recreation - Public Web Site,Closed,Work Completed,5/20/2018 11:00 PM,2/10/2020 8:02 PM
5C10A747-D28B-4E95-8BFA-015529B9A968,7664675,6A7369F4-5783-4E46-9427-EFF2D1F784DF,No,8/29/2018 2:05 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,9,NULL,8/29/2018 2:06 PM,11/2/2018 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B6EAD413-5F8C-433E-84C6-0156920A47A0,9122690,947D1526-67BA-4B0F-B4A8-A33AB0BBF50A,No,9/12/2019 12:00 PM,NULL,Level 1,No,NULL,NULL,Dead,Full,11,NULL,9/12/2019 12:01 PM,NULL,Stump Removal,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58AE8052-8692-4E11-850F-0169D61D2CA5,7348870,8E74E72D-1589-4912-A822-374F8202E262,No,5/16/2018 8:47 AM,Low (7),Level 2,No,NULL,NULL,Good,Full,25,"1S,25""DBH,NM,POOR,B.TAG,REMOVE",5/16/2018 8:48 AM,NULL,Tree Removal,Cancel,0A795A17-6C31-4A34-A957-B79B9574DEEA,Tree Down - Street,3-1-1 Call Center,Closed,Work Completed,5/15/2018 9:58 PM,5/17/2018 12:34 PM
A88EE240-371C-43AD-9945-01828F0AF78F,8876803,1253BAD1-2EB7-4F4D-8394-0E9010268B79,No,7/22/2019 8:51 AM,Low (7),Level 2,No,NULL,NULL,Good,Full,12,[BP-X20],7/22/2019 8:51 AM,8/27/2019 1:08 PM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E6215707-2F75-4B9E-9CEF-018953D19C58,7624038,BE151E52-C8C9-4F38-9620-D08D142A72A0,No,8/17/2018 12:05 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,5,BP-B19,8/20/2018 10:07 AM,10/31/2018 10:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71D54ECC-3973-4130-91B7-019766FBAE0F,5444974,3A917125-7170-4B8A-96C9-1580D8305F70,No,1/17/2017 7:55 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,23,NULL,1/17/2017 7:55 AM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409C88D2-B74A-47C3-A052-01BD71A3DA1D,6394836,9B4BC92B-CB56-436B-93CD-99C2CE27DD09,No,8/18/2017 8:31 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,15,BPS18,8/18/2017 8:31 AM,12/18/2017 3:18 PM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E0D4AA54-9284-4D5A-968C-01C61CAD78BF,181241,152EF3C8-BD9D-49BE-812E-110DF06D801E,No,4/1/2015 4:00 AM,NULL,Level 1,No,NULL,NULL,Good,Full,10,NULL,6/5/2015 1:56 PM,4/22/2015 4:00 AM,Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00549C8-CC36-4B6B-96F9-01DB302953BF,5792258,5DF28302-84EA-4523-9199-0956EF56D492,No,3/16/2017 11:06 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,18,NULL,3/16/2017 11:06 AM,6/26/2017 11:11 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00549C8-CC36-4B6B-96F9-01DB302953BF,11129867,BED129F9-FB08-44DA-AA73-A95F85878323,No,8/8/2020 4:16 PM,NULL,Level 1,No,NULL,NULL,Critical,Full,18,tree down house,8/8/2020 4:18 PM,8/12/2020 4:00 AM,Tree Down,Closed,1D7FE5C3-B57F-4BD3-8F80-5E4846290A5B,Tree Down - House,Department of Parks and Recreation - Public Web Site,Closed,Work Completed,8/4/2020 4:00 PM,8/12/2020 5:10 PM
3DFA63D0-05D5-4229-BE2D-01EDDDEC5039,7733609,829A2C11-3370-435C-9E7F-38C049C261CC,No,9/20/2018 11:50 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,6,NULL,9/20/2018 2:24 PM,11/14/2018 10:50 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5274E0E7-EE15-4DC6-B362-01F5AB342E30,7419440,19895015-6005-49B2-ABDA-B23D30446328,No,6/12/2018 4:01 PM,Low (6),Level 2,No,NULL,NULL,Good,Full,10,NULL,NULL,NULL,NULL,NULL,ADD494F0-411D-42CA-A969-E7D8DA23DE36,Clear Utilities - Power Lines,3-1-1 Call Center,Closed,Reviewed - Block Pruning,5/15/2018 7:23 PM,6/12/2018 4:01 PM
5274E0E7-EE15-4DC6-B362-01F5AB342E30,9375982,717080FF-F71E-4023-AF8C-77AE060E9747,No,10/10/2019 12:00 AM,Low (7),Level 2,No,NULL,NULL,Poor,Full,10,{MC} tree has lower stem decay.,10/7/2019 12:00 AM,NULL,Tree Removal,Cancel,6BAD1B23-51AE-43E8-8FB3-9A69EC268D0B,Tree Split,3-1-1 Call Center,Open,No Action - Insufficient Info,10/1/2019 8:19 PM,12/2/2019 7:08 PM
5274E0E7-EE15-4DC6-B362-01F5AB342E30,9287273,3D2D747E-EB59-44EB-A957-97569EC7ED21,No,12/2/2019 5:00 AM,Low (7),Level 2,No,NULL,NULL,Fair,Full,11,"Multi stemmed, dbh taken below split. Jelly fungus on trunk. ",NULL,NULL,NULL,NULL,6BAD1B23-51AE-43E8-8FB3-9A69EC268D0B,Tree Split,3-1-1 Call Center,Open,No Action - Insufficient Info,10/1/2019 8:19 PM,12/2/2019 7:08 PM
09587801-1262-4D79-AFC6-02087E40047D,8384699,DDA6F494-6F8F-4806-9B92-7BE0FA4B37EC,No,3/7/2019 11:59 AM,Low (7),Sidewalk Rating,No,NULL,NULL,Good,Full,18,NULL,12/13/2019 7:44 PM,NULL,Tree and Sidewalk Repair,Alternate,16BFA979-C5BA-41FC-93B4-D0F0C6EB8D56,Trees and Sidewalks,3-1-1 Call Center,Closed,T/S Inspected - Repair Pending,3/4/2019 1:47 PM,3/7/2019 11:59 AM
831E5B2E-0538-4017-95F3-021C8B873979,9272695,F2C5D3AE-4671-4716-8C0D-CF94E3613637,No,11/27/2019 5:00 AM,Low (5),Level 2,No,NULL,NULL,Good,Full,6,NULL,11/27/2019 6:01 PM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
831E5B2E-0538-4017-95F3-021C8B873979,4147337,E13F54F3-3EC6-4660-A7E2-C843512B77A6,No,8/3/2016 10:26 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,6,Block pruning inspection. ,8/3/2016 10:26 AM,3/1/2017 8:36 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2317B592-35F8-4C38-9C2C-021E9F712447,7536821,85368191-C0BB-43B8-80D9-EB326BC63DE5,No,7/23/2018 1:25 PM,Low (3),Level 2,No,NULL,NULL,Good,Full,12,INSPEC FOR SR. L/D PRES,7/23/2018 1:27 PM,8/10/2018 4:00 AM,Limb Down,Closed,5DF68D0B-3F5F-4144-A618-D79A0E13A4B4,Limb Down - Park Passive Area,3-1-1 Call Center,Closed,Work Completed,7/21/2018 6:47 PM,8/10/2018 6:05 PM
2317B592-35F8-4C38-9C2C-021E9F712447,11132109,E9FA0052-EC85-4166-8044-B5374694689C,No,8/8/2020 4:50 PM,NULL,Level 1,No,NULL,NULL,Dead,Full,12,"fell on house, fully obstructing sidewalk ",8/8/2020 4:52 PM,8/10/2020 4:00 AM,Tree Down,Closed,6134CBEA-77DD-4E9D-8415-5A0904BAA550,Tree Down - House,Department of Parks and Recreation - Public Web Site,Closed,Work Completed,8/4/2020 6:30 PM,11/21/2020 11:11 AM
B60154A5-DBF3-4C57-85DD-0222D7F40A62,7058270,5CA428BD-31E4-44C3-93BD-529EE26117C3,No,2/20/2018 12:31 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,18,"LYING DOWN, BPX18",2/20/2018 12:31 PM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3FBD28AB-EB95-4781-88E5-0229A3B55D37,9059180,1169401A-4EC2-4BAF-9617-03F929BDCAC0,No,8/29/2019 11:18 AM,Low (7),Level 2,No,NULL,NULL,Fair,Full,27,"SIGNIFICANT DECAY IN ROOTS WITH FAIR RESPONSE GROWTH, SMALL DECAY POCKET DETECTED IN STEM BY OLD SEALED WOUND, 2 INCH DEADWOOD",8/29/2019 11:18 AM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3FBD28AB-EB95-4781-88E5-0229A3B55D37,12456765,4572DEC8-5FBD-4E10-885A-B7DE514C7F85,No,1/19/2021 4:20 PM,NULL,Level 1,No,NULL,NULL,Critical,Full,28,"tree uprooted, broke branches in ad-free. in open park area",1/19/2021 4:22 PM,NULL,Tree Down,Cancel,57B8DDC9-6E53-49B5-A87D-65AC0B93F351,Tree Uprooted,AMPS,Open,Work Priority Category - C,1/17/2021 4:00 PM,NULL
68C5E7ED-7AF3-4A52-BCD9-025941A37DB8,5954763,F9399D4C-AC8F-46DB-BCEB-AF9BA1101606,No,6/22/2017 11:30 AM,Low (6),Level 2,Yes,4/25/2017 12:27 PM,4242E626-90B9-471A-A495-2F95A1F74C9B,Dead,Full,35,DEAD,6/22/2017 11:30 AM,NULL,Tree Removal,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68C5E7ED-7AF3-4A52-BCD9-025941A37DB8,5954764,4242E626-90B9-471A-A495-2F95A1F74C9B,No,4/24/2017 8:31 AM,NULL,Level 1,No,NULL,NULL,Dead,Full,35,4SX.  ON 99 AVENUE ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23EBC791-2E8B-4050-95ED-02627089672B,11068406,6FB5F864-EC55-4A70-8EE9-02D7FBB740A0,No,8/7/2020 2:32 PM,Low (8),Level 2,No,NULL,NULL,Poor,Full,16,NULL,8/7/2020 2:32 PM,NULL,Hanging Limb,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23EBC791-2E8B-4050-95ED-02627089672B,11068280,17B4709C-6BF1-402C-AA98-A468A2F536B5,No,8/7/2020 2:36 PM,Moderate (9),Level 2,No,NULL,NULL,Poor,Full,19,NULL,8/7/2020 2:38 PM,8/15/2020 4:00 AM,Hanging Limb,Closed,74787D6C-F2D7-4ED8-8FB8-0D88242268F8,Limb Down - Park Active Area,AMPS,Closed,Work Completed,8/5/2020 12:57 PM,8/15/2020 7:12 PM
23EBC791-2E8B-4050-95ED-02627089672B,6594994,3FBBBECC-6C8A-4432-9005-9FA924A12D6B,No,10/20/2017 7:01 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,16,BP-M18 ,10/20/2017 7:01 AM,NULL,Block Pruning,Cancel,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23EBC791-2E8B-4050-95ED-02627089672B,5563374,DB7CB593-9C2D-42A4-BB65-EC3EE2286B22,No,2/1/2017 9:22 AM,NULL,Level 1,No,NULL,NULL,Good,Full,16,NULL,2/1/2017 9:22 AM,3/24/2017 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
AD4B1BD2-1671-4D3D-A47C-026952036307,11043199,8FB11276-001D-43B3-8E18-34F47EC99E15,No,8/6/2020 7:04 PM,NULL,Level 1,No,NULL,NULL,Poor,Full,20,NULL,8/6/2020 7:05 PM,8/11/2020 4:00 AM,Limb Down,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CE50B725-A0DB-4784-A8EC-0269525225D7,5327788,91709B34-1A1E-4805-8A3B-0F723922768D,No,12/19/2016 11:44 AM,NULL,Level 1,No,NULL,NULL,Good,Full,7,NULL,12/19/2016 11:45 AM,3/3/2017 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
B0D8CECC-B9B0-44B9-8D1A-026F09FF2B39,7533592,7DDEA6DE-87B6-4908-8892-06598DEF5C91,No,7/19/2018 8:32 AM,NULL,Level 1,No,NULL,NULL,Good,Full,2,BP-FY19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
997DD606-A87C-43C8-A5B5-02A8C4CC54F0,6247825,836BC980-F95B-4A80-81E4-984638AC3B88,No,7/12/2017 10:12 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,22,NULL,7/12/2017 10:12 AM,2/20/2018 7:35 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23A592D3-3BD7-4D3A-A2E0-02B0D4EF72F8,6722589,0ABD0A1F-5D03-481A-A75F-ADDC3680DB6A,No,1/31/2018 11:45 AM,Low (3),Level 2,Yes,12/22/2017 10:07 AM,DF095749-6357-4D86-AFDA-2484D05D42C4,Dead,Full,7,NULL,1/31/2018 11:46 AM,NULL,Tree Removal,Open,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23A592D3-3BD7-4D3A-A2E0-02B0D4EF72F8,6722590,DF095749-6357-4D86-AFDA-2484D05D42C4,No,12/8/2017 12:56 PM,NULL,Level 1,No,NULL,NULL,Dead,Full,7,1S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DB9E5700-2A13-4D84-8CF3-02BEFA170733,5393958,3F1CFEBF-9442-47F2-89A9-D99243F9CD29,No,1/5/2017 10:35 AM,NULL,Level 1,No,NULL,NULL,Good,Full,21,NULL,1/5/2017 10:36 AM,1/3/2017 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04CE58EB-75C4-4443-8B00-02C5BEA42285,5679126,0CB4EE83-7CE9-46E8-ABF5-9BA64523F465,No,2/22/2017 8:12 AM,NULL,Level 1,No,NULL,NULL,Fair,Full,14,NULL,2/22/2017 8:12 AM,5/17/2017 4:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EC39B02C-CAE5-416D-B92C-02C9E4BA5C6F,5456462,AA54639C-6CCE-4678-B511-5630FC89550E,No,1/20/2017 9:10 AM,NULL,Level 1,No,NULL,NULL,Good,Full,2,BP-B17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EC39B02C-CAE5-416D-B92C-02C9E4BA5C6F,8625647,B2D075DD-BB17-4C5F-92EC-B0071DFAFA97,No,5/3/2019 11:39 AM,Low (3),Level 2,No,NULL,NULL,Good,Full,4,BP-B20,5/3/2019 11:39 AM,11/22/2019 5:00 AM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7F9CF512-51E5-4C10-8D28-02DF3FF2552C,6473117,66D2FABC-D920-4E6D-AF6E-B700C8C32D9F,No,9/18/2017 1:35 PM,NULL,Level 1,No,NULL,NULL,Fair,Full,21,NULL,9/18/2017 1:35 PM,11/13/2017 12:32 PM,Block Pruning,Closed,NULL,NULL,NULL,NULL,NULL,NULL,NULL
